Pclass,Sex,Age,SibSp,Parch,Family_size,Cabin_status,Alone,Embarked_nan,Age_nan,Embarked_C,Embarked_Q,Embarked_S,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Other,Age_scaled,Fare_log_scaled,Survived
3,1,32.0,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2223559072063338,-0.7992113668030308,1
3,0,22.0,1,2,2,0,0,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.5351065734746003,0.25048168084591194,0
3,1,26.0,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.23212158120222667,-0.8168659555257971,0
1,1,80.0,0,0,1,1,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.858175814474818,0.4977117228329803,1
3,1,55.5,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.002392736806529,-0.784724404505949,0
2,1,60.0,1,1,2,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.3432508531129495,0.7632064190670539,0
3,1,26.0,0,0,1,0,1,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.23212158120222667,-0.8218275596699968,0
3,1,18.0,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.838091565746974,-0.8168659555257971,0
3,0,14.5,1,0,2,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.103203433985301,-0.22734977173157042,0
2,1,19.0,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.7623453176788806,-0.5351765107494875,1
2,0,4.0,2,1,2,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.8985390387002818,0.7632064190670539,1
3,1,33.0,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.29810215527442724,-0.7174078428227713,0
3,1,21.0,0,0,1,0,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.6108528215426937,-0.8218275596699968,0
3,0,10.0,0,2,3,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.4440615502917213,0.27988351438069276,0
2,1,47.0,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.3585496282277352,-0.1911981572796584,0
3,0,2.0,4,2,7,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-2.0500315348364686,0.5396940041896794,0
2,0,29.0,1,0,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.0048828369979464345,0.3538149107368302,1
1,0,22.0,1,0,2,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.5351065734746003,1.309761450056941,1
3,1,28.0,1,0,2,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.08062908506603986,-0.1372831437312491,0
1,1,41.0,0,0,1,1,1,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9040721398191746,0.4875826725250628,1
3,1,26.0,0,0,2,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.23212158120222667,0.030101059832038368,1
3,1,33.0,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.29810215527442724,-0.6299323326929841,0
2,0,27.0,0,0,1,1,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.15637533313413327,-0.5351765107494875,1
3,0,27.0,0,2,3,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.15637533313413327,-0.4793399937802869,1
2,1,34.0,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3738484033425207,-0.33028389477929004,0
3,1,26.0,0,0,1,0,1,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.23212158120222667,-0.8837551177684755,1
1,1,30.0,0,0,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.07086341107014699,0.41922806559722475,0
3,1,30.0,1,0,2,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.07086341107014699,-0.12194272214359861,0
2,0,28.0,0,0,1,1,1,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.08062908506603986,-0.379802343098171,1
3,1,26.0,0,0,1,0,1,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.23212158120222667,-0.8168659555257971,0
1,0,53.0,2,0,1,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.8130271166362957,1.0460386824275583,1
3,1,32.0,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2223559072063338,-0.7992113668030308,0
2,1,52.0,0,0,2,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.7372808685682022,-0.33028389477929004,0
1,1,52.0,1,1,3,1,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.7372808685682022,1.4936143801100819,0
3,0,39.0,1,5,7,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7525796436829877,0.5396940041896794,0
1,0,2.0,1,2,4,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-2.0500315348364686,2.157500050686793,0
3,1,44.0,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.131310884023455,-0.7992113668030308,1
2,1,51.0,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.6615346205001087,-0.3662371828331257,0
2,1,39.0,0,0,2,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7525796436829877,0.3538149107368302,0
1,1,46.0,0,0,2,1,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.2828033801596417,1.487786349869561,0
1,1,17.0,0,2,4,1,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.9138378138150675,1.8345678064171578,1
3,1,30.0,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.07086341107014699,-0.784724404505949,0
3,0,9.0,2,2,4,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.5198077983598148,0.6352212747128362,0
3,1,27.0,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.15637533313413327,-0.8143999092757832,1
3,1,21.0,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.6108528215426937,-0.7165127369653546,0
3,1,26.0,0,0,7,0,0,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.23212158120222667,1.1411311719171864,0
3,1,26.0,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.23212158120222667,-0.8026247516712269,0
3,1,3.0,1,1,2,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.9742852867683753,-0.13419693170063018,1
2,1,48.0,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.4342958762958284,-0.33028389477929004,0
1,0,36.0,0,0,3,1,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5253408994787074,2.042724821998864,1
3,0,22.0,1,0,2,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.5351065734746003,-0.15914652690546593,1
2,0,32.5,0,0,1,1,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.26022903124038055,-0.33028389477929004,1
1,0,33.0,0,0,3,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.29810215527442724,1.578525257914135,1
2,0,22.0,1,2,3,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.5351065734746003,0.8282920084773573,1
3,1,19.0,0,0,1,0,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.7623453176788806,-0.9462466589245907,0
3,1,74.0,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.4036983260662574,-0.8168659555257971,0
3,1,42.0,0,1,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9798183878872679,-0.7447358332944375,0
1,0,40.0,0,0,3,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.8283258917510812,2.170477227396113,1
3,0,35.0,1,1,2,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.44959465141061405,0.10437357954614819,1
3,0,24.0,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.3836140773384135,-0.6964942643305795,0
3,1,39.0,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7525796436829877,-0.7992113668030308,1
2,1,32.5,1,0,2,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.26022903124038055,0.5000878808493708,0
2,1,1.0,2,1,2,1,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-2.1257777829045623,0.7632064190670539,1
3,1,34.0,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3738484033425207,-0.9809838576344828,0
1,1,64.0,1,4,4,1,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.646235845385323,2.7287702366096758,0
3,0,25.0,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.3078678292703201,-0.8168659555257971,0
3,0,22.0,0,0,1,0,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.5351065734746003,-0.784724404505949,0
3,1,1.0,1,2,2,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-2.1257777829045623,0.12018327638098583,1
3,1,45.0,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.2070571320915482,-0.9164374315656898,0
2,1,31.0,1,1,3,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.1466096591382404,0.3634149399685532,0
3,0,21.0,1,0,1,0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.6108528215426937,-0.5981813505524581,0
3,1,25.0,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.3078678292703201,-0.8026247516712269,0
1,0,15.0,0,1,3,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0653303099512543,2.501939718511447,1
3,1,26.0,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.23212158120222667,-0.8035970398015168,0
2,1,30.0,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.07086341107014699,-0.5351765107494875,0
1,0,24.0,0,0,2,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.3836140773384135,1.3505543160062023,1
2,1,35.0,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.44959465141061405,-0.5351765107494875,0
2,1,70.0,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.1007133337938835,-0.5351765107494875,0
1,1,41.0,0,0,1,1,1,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9040721398191746,-3.0791149207948,0
3,1,21.0,0,0,2,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.6108528215426937,-0.12194272214359861,0
3,0,18.0,0,1,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.838091565746974,-0.6449195811660171,1
3,0,22.0,0,0,1,0,1,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.5351065734746003,-0.7747020995685261,0
3,1,1.0,5,2,6,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-2.1257777829045623,0.9509395317658309,0
3,0,22.0,8,2,7,0,0,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.5351065734746003,1.3542518555593583,0
3,1,26.0,0,0,7,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.23212158120222667,1.1411311719171864,1
3,1,25.0,1,0,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.3078678292703201,-0.8168659555257971,1
2,1,29.0,0,0,1,0,1,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.0048828369979464345,-3.0791149207948,0
3,1,20.0,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.6865990696107872,-0.6299323326929841,0
1,0,54.0,1,0,2,1,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.888773364704389,1.475594055701006,1
3,1,22.0,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.5351065734746003,-0.784724404505949,0
2,1,59.0,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.267504605044856,-0.29373292350686403,0
2,0,54.0,1,3,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.888773364704389,0.23113259568543315,1
1,1,27.0,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.15637533313413327,0.5143776111508925,1
1,1,31.0,1,0,1,1,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.1466096591382404,1.0563244544087835,0
1,1,22.0,0,0,3,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.5351065734746003,2.042724821998864,0
1,1,33.0,0,0,1,1,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.29810215527442724,-1.2128257860721379,0
3,1,6.0,0,1,2,1,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.747046542564095,-0.3700949494589615,1
3,0,5.0,4,2,4,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.8227927906321884,0.5433183504658177,1
1,1,39.0,0,0,1,1,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7525796436829877,-3.0791149207948,0
3,1,24.5,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.3457409533043668,-0.784724404505949,0
2,1,54.0,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.888773364704389,-0.2584212097254257,0
3,1,26.0,0,0,1,0,1,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.23212158120222667,-0.8439219130223842,0
3,1,26.0,0,0,1,0,1,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.23212158120222667,-0.8026247516712269,0
3,1,30.0,0,0,1,0,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.07086341107014699,-0.8837551177684755,0
3,0,22.0,0,0,1,0,1,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.5351065734746003,-0.8045702363720516,1
1,0,35.0,0,0,3,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44959465141061405,3.421398373496335,1
1,0,21.0,0,0,3,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.6108528215426937,1.471533653729269,1
1,1,32.0,0,0,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2223559072063338,0.5143776111508925,1
3,1,16.0,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.9895840618831608,-0.6299323326929841,0
3,0,22.0,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.5351065734746003,-0.8811257177842515,1
3,1,26.0,0,0,1,0,1,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.23212158120222667,-0.8026247516712269,0
1,1,38.0,1,0,2,1,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6768333956148943,1.619377387941151,1
3,1,26.0,8,2,7,0,0,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.23212158120222667,1.3542518555593583,0
2,1,25.0,1,0,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.3078678292703201,0.3538149107368302,0
2,0,33.0,1,2,3,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.29810215527442724,0.41922806559722475,1
3,0,22.0,1,0,1,0,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.5351065734746003,-0.12194272214359861,1
1,1,18.0,1,0,2,1,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.838091565746974,1.815938342290019,0
3,1,26.0,1,0,2,0,0,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.23212158120222667,-0.12194272214359861,0
3,1,26.0,0,0,1,0,1,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.23212158120222667,-0.8026247516712269,0
3,1,2.0,4,1,6,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-2.0500315348364686,0.7809567382984401,0
3,1,0.42,0,1,1,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.169710606784056,-0.7323494343170085,1
2,1,26.0,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.23212158120222667,-0.5351765107494875,0
3,1,41.0,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9040721398191746,-0.8970282526064324,0
1,1,48.0,1,0,3,1,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4342958762958284,1.4551921886445889,1
2,0,48.0,1,2,2,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.4342958762958284,1.2848118548521046,1
1,0,48.0,1,0,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4342958762958284,0.7787143352831487,1
3,1,4.0,4,2,7,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.8985390387002818,0.5396940041896794,0
1,0,39.0,1,0,2,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7525796436829877,1.130281326241595,1
3,0,33.0,3,0,2,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.29810215527442724,-0.1372831437312491,1
2,1,29.0,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.0048828369979464345,-0.5351765107494875,0
1,1,49.0,1,1,4,1,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.510042124363922,1.8345678064171578,0
3,1,26.0,8,2,7,0,0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.23212158120222667,1.3542518555593583,0
3,1,26.0,0,0,1,0,1,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.23212158120222667,-0.8837551177684755,0
1,1,42.0,1,0,2,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9798183878872679,1.0563244544087835,0
1,0,36.0,0,2,2,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5253408994787074,1.3754425395293097,1
1,1,61.0,0,0,1,1,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.4189971011810427,0.6091334330943896,0
3,0,18.0,0,0,1,0,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.838091565746974,-0.9462466589245907,0
3,0,18.0,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.838091565746974,-0.8505457948614892,1
2,1,0.67,1,1,2,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-2.150774044767033,-0.22426746804580522,1
3,1,32.0,0,0,7,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2223559072063338,1.1411311719171864,1
3,1,26.0,0,0,1,0,1,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.23212158120222667,-0.784724404505949,0
3,1,26.0,0,0,1,0,1,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.23212158120222667,-0.784724404505949,0
3,0,22.0,1,0,2,0,0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.5351065734746003,-0.22734977173157042,0
3,1,16.0,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.9895840618831608,-0.784724404505949,0
1,1,31.0,1,0,2,1,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.1466096591382404,1.1502254582507065,1
1,1,48.0,0,0,1,1,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.4342958762958284,0.3748193874565838,1
3,1,22.0,0,0,1,0,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.5351065734746003,-0.8842868607213866,1
3,0,13.0,0,0,1,0,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.216822806087441,-0.8837551177684755,1
3,1,32.0,1,0,2,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2223559072063338,-0.1372831437312491,0
3,1,28.0,2,0,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.08062908506603986,-0.7992113668030308,0
